Date,Rating,Review,User name,UserLocation,AVG Rating
12/25/2012,1.0 star rating,"The food has just continued to decline in quality. We ordered the sashimi to start which was the only thing decent. Other then that the fish was totally overlooked and slopped on the plate like a diner, not a $30 meal. Will not eat here again.",Athena C.,"San Dimas, CA",4.0 star rating
7/29/2012,5.0 star rating,"Lance was our server and he rocked. Good food, reservations are a must!",Crystal C.,"Sacramento, CA",4.0 star rating
7/26/2012,4.0 star rating,"It was a hot touristy spot to grab a drink and a couple fish tacos. They were going to charge me a $1 for an extra salsa (didn't end up charging because I think the waiter forgot). Good food and drinks were tasty but a bit on the weak side. It was close and convenient to our hotel (Westin Maui) and would try it again, especially with a coupon for a free piece of Hula Pie (get a coupon from concierge).",Lesley Ann G.,"Playa Del Rey, CA",4.0 star rating
3/31/2013,4.0 star rating,"We ate here twice, once beachside and once in the restaurant. Location is awesome for watching a sunset and the food is very good. We are very much accustomed to fine dining, but we actually liked the more casual beach front better. The food was more casual but still very tasty! Service was excellent and friendly! Overall a great experience.",Tony D.,"Victoria, MN",4.0 star rating
6/6/2012,4.0 star rating,"Leilani's is on the beach... directly on the beach.  If you're seated in the bottom deck area, you're literally a three feet pathway from the actual ocean.  The view is beautiful, very touristy and bright.  Went for lunch, where the only section open was the bottom and sat in the sun.  The fish and chips were light and flaky, tender under the super thin batter and the fries were delicious.  The fish taco was perfectly done, came with flour tortillas for lettuce upon request; tender and sweet with a light salsa.  Staff was attentive and causal, bright smiles and happy people.  Great place to relax and enjoy a quick meal.",C.K. L.,"Alhambra, CA",4.0 star rating
12/15/2012,3.0 star rating,Not much to say here other than this was the cheapest meal we had while on any of the Hawaiian islands. Nothing is overly terrific. The view is great but expected with almost every restaurant in Hawaii. Located in Whaler's village so you can shop before or after at your convenience.,S L.,"Los Angeles, CA",4.0 star rating
4/19/2012,3.0 star rating,"The food was actually pretty disappointing. The 3 stars are for the hula pie, the service and the view from the patio. The prices seemed out of sync with the portion size and lack of flavor on the plate.",Kimberly P.,"Vancouver, WA",4.0 star rating
7/4/2012,5.0 star rating,"We ate/drank here twice while staying next door at the Westin. The prices are good and the food tasty and drinks strong. The staff was super friendly and fast. We spent a happy hour there and they were great at making a slight modification to one of the HH drinks. There is a band/duo that plays at HH, they can be a bit loud, but its fun. We had lunch here too. Great burger and nachos. And the coconut grove drink is frozen, creamy goodness. Try one! If you are staying near Whaler's Village or visiting for the day I highly recommend it. Great view too!",Stephanie O.,"Manhattan, NY",4.0 star rating
6/17/2014,4.0 star rating,"Pretty good. Good service, and the fish tacos were good (we have high expectations from San Diego). Not bad, not excellent, but a good spot to grab food on the water that isn't 40 bucks a plate and is relaxed.",Bea M.,"San Diego, CA",4.0 star rating
3/6/2011,3.0 star rating,"Staying next door at the charming Ka'anapali beach hotel and wanted dinner after their restaurants closed. Called up Leilani's for take-out: Hawaiian burger for me, grilled fish sandwich for hubby. He was able to walk over on the ""boardwalk"" that connects all the hotels & bring back a nice late dinner. Ooh, and a piece of Hula pie-so big we had to split it!

Thanks Leilani's for helping me get my burger on!",LazyMamma S.,"Reno, NV",4.0 star rating
4/24/2014,5.0 star rating,We have had the fish tacos twice now. They are so good. Fresh Ono grilled with some nice spice. Come for Happy Hour for 1/2 price drinks and great music.,Carol M.,"Chesterfield, MO",4.0 star rating
2/28/2012,2.0 star rating,"If you're even considering this place, it better be because you're shopping at Whalers Village and you're too lazy to go drive out of the Village for a meal. (Well, that was our excuse.) Because there is nothing remotely special here, other than the location and the view. The so-called ""award winning"" fish tacos are indeed big, but highly Americanized (you know, filled with cheddar cheese, lettuce, and all that unnecessary crap.) The chicken cashew stir-fry is OK, but let me let you in on something: I can cook  ""OK"". I don't come to Maui for ""OK"" -- I come to be wowed. The staff is young and clueless, without any semblance of concern for customer service or promptness. Another reviewer was spot-on: this place just feels chain-ish. If you're coming to Maui, do yourself a favor and pass on Leilani's unless you are in starvation/desperation mode.",Dave W.,"Roseville, CA",4.0 star rating
8/11/2014,4.0 star rating,Went to LeiLani's for my wife's birthday. We were seated pretty fast and the server was quick to get our drinks.  We sat outside and it was a bit windy for that day but was still nice. After we ordered food the server brought out bread to eat. Most of the party ordered some type of fish. I got the Ahi Tuna Steak. This seared dish was seasoned nicely. It came with mixed veggies that complimented the fish nicely. The other fish ordered was also very good. It did seem a bit overpriced for what you got but it is a resort town so you should expect that. Our bill for 4 adults and 2 kids was about $200. The main reason for a 4star and not 5 was when I did the reservation I told them it was my wife's birthday and they said you'll get a free hula pie but when the server came at the end she didn't offer that at first. She kept asking if we wanted anything extra. We all said no because we knew we were getting it. She was about to leave when my wife said I'm feeling a hula pie and then she said oh well you get one free for your birthday. Seemed like she was trying to milk us for something else and then give free pie in addition. I thought she should just say you get a free slice of pie but would anyone else like something additional?  By the way that one piece was enough for all 6 of us!  Good place but not a spot I would probably go to again. At least not often when in maui.,Jeff R.,"Huntington Beach, CA",4.0 star rating
8/9/2014,2.0 star rating,"Just had dinner there for our anniversary. Service was good but the entree's were not the greatest considering we paid a high price for them. My husband had the paella, which needless to say was tasteless. My husband kept adding salt and pepper. I had the shrimp scampi, nothing to write about. Was bland and needed seasoning. More attention is needed when preparing food. Seasoning makes a huge difference, try it!!",Dolores R.,"Rancho Cucamonga, CA",4.0 star rating
5/1/2010,4.0 star rating,"We had dinner at the restaurant with family and the food was good. We were seated at the restaurant and though we would have preferred to dine at the patio, the restaurant was nice also.

I ordered the mahi-mahi with polenta and shrimps... it was amazing. and the cocktail drinks served were very good also.

Would I go back, sure I would, but I would probably sit on the patio instead. YAY!",Aimee A.,"Anaheim, CA",4.0 star rating
8/9/2014,5.0 star rating,I love this place it is one of the best places to eat and the hula pie is the best in the world.,Levi B.,"Lahaina, HI",4.0 star rating
6/18/2013,4.0 star rating,"The food is great. It is a well versed ""Hawaiian"" menu. Same ownership as Hula grill so the food is basically the same.",L G.,"Santa Barbara, CA",4.0 star rating
3/23/2012,4.0 star rating,"Don't go upstairs!   Go to Leilani's right before sunset and sit downstairs and have a great dinner, great service and absolutely delicious food.  You won't eat steak and/or a formal dinner, but the view is worth it!   Great stir fry, pork nacho's, coconut shrimp and the waiters/waitresses are friendly and nice.  LOVE IT!",Randi M.,"Los Angeles, CA",4.0 star rating
8/15/2010,5.0 star rating,"Eat at the beach grill EARLY (not the restaurant upstairs, we were confused), get happy hour (between 3pm and 5pm), they allow kids.

Order the fish taco's, end of story. You'll LOVE them.",J S.,"Sammamish, WA",4.0 star rating
4/16/2014,3.0 star rating,3.5 stars service was 4.  The Hawaiian chicken with macaroni salad and rice was tasty but average.  Beautiful location by the ocean at Ka'anapali beach is 5 stars of course.,Aerin L.,"Hawaii Kai, Honolulu, HI",4.0 star rating
8/5/2012,4.0 star rating,"Fish tacos and Ahi poke are awesome. The view is gorgeous and a perfect place to for lunch. Pork sandwich was just ok, and the service was painfully slow. Stil tacos and poke totally worth it!",Mallards R.,"Brea, CA",4.0 star rating
2/9/2013,5.0 star rating,"Fantastic food, fantastic views one of the best restaurants on Maui.  Had the Mahi mahi this time and it was fabulous.",Ben W.,"Mount Vernon, WA",4.0 star rating
5/30/2012,1.0 star rating,"Although open late, has an amazin location and has a nice beer selection/ good mixed drinks - that's about all it has. The rest is well, garbage. I ordered my toddler Mac and cheese trying to find something she would eat and what they served her was Kraft Mac and cheese! I find this appalling and for the price it is just nuts. Then we got our meal - a soggy Cuban sandwich in a crappy roll and the hummus trio was just plain boring and a rip off. Ugh!",Jill H.,"Los Angeles, CA",4.0 star rating
5/30/2013,5.0 star rating,"Wow. Atmosphere was great, service was great as well.  We ate upstairs in the main dinning area and started with an appetizer of Sashimi which was as fresh as it can get.  My wife enjoyed so much she had the seared Ahi for dinner. Both of our dishes were exceptional and we will be going back again tomorrow night.  I would highly recommend this restaurant.  Reservations are recommended.",Jim S.,"Newnan, GA",4.0 star rating
1/10/2012,2.0 star rating,"After a day of adventures, we went on a hunt for dinner. After seaching through a few reviews, we settled on going to Whaler's Village because they have a decent selection of restaurants there. We saw Leilani's and decided to pop in. There was a 20 minute wait which isn't terrible because there is so much to do there from shopping to walking on the beach. It's also surrounded by a few other restaurants and bars so we didn't mind the wait. Our server was nice and attentive and we were seated outside with a decent view for people watching. The unfortunate thing was that there was nothing really memorable about the food. It was pretty standard fare that I'm sure I could've gotten on the mainland. Being in Maui, I expect to be blown away with native island flavors but I felt that it was a bit waterdown for me to really enjoy the culinary experience. The ambiance was great and the courtyard where we were seated was intimate and allowed for great conversation and memory making.",Shy A.,"Portland, OR",4.0 star rating
7/28/2014,5.0 star rating,"I have been going to Hawaii for the last 12 years I have been 6 times and Leilani's is one of the only restaraunts here that never seems to disappoint me. The fish tacos are incredible and the hula pie is the best part of it. I don't drink and the non alcoholic drinks are great. The service is fantastic, they know the menu inside an out. Very good place to eat.",Joel T.,"Albuquerque, NM",4.0 star rating
11/8/2009,4.0 star rating,"Our waitress seemed high,
But hey...that's not a bad thing.
Ahi sashimi.",Josh G.,"Los Angeles, CA",4.0 star rating
4/1/2012,4.0 star rating,The Ono tacos with Jerk seasonings were amazing! I wish we would've tried this place earlier. I could have ordered them daily.,Kelly M.,"San Francisco, CA",4.0 star rating
8/13/2011,4.0 star rating,"When: 8/3/11
Location: Lahaina, HI
Party of: 2
Scene: surfers and shoppers unite! This restaurant is conveniently located off the beach and as a part of Whalers Village. 
Decor: indoor dining room: hawaiian flowers and paintings line the walls, classy, more formal. Outdoor dining room: loud, acoustic music blaring, more casual.
Cuisine: American
Devour: Aloha hour fish tacos and nachos. The fish taco portions are huge, they really should just call it a fish burrito.
Sip: Pina Coladas and Mai tai's. Alcohol plus humidity equals cheap dates!
Damage: $40
Quick tip: gave an extra star for the restaurant's name and their effort in providing me with a take-home mug.",Lanipop M.,"Fairfield, CA",4.0 star rating
7/24/2014,5.0 star rating,After a day of fun in the sun we stopped in for a late afternoon snack...awesome fish tacos!!!  The tomatillo sauce that comes with the tacos was so good I had to get a second serving. The live music was super relaxing. All in all it was a fabulous way to wrap up a fabulous day.,Michelle Z.,"Denver, CO",4.0 star rating
10/12/2011,5.0 star rating,"Great happy hour, especially on Tuesday. Pork, fish, crab cake sliders. Cool place - nice location by the Westin,",Ben C.,"Riverbank, CA",4.0 star rating
10/1/2012,2.0 star rating,Decent food. Over priced. Amazing ocean view and great service. My husband and I received both plates of short ribs slightly warm not hot which was weird. Waiter offered to heat up and it was hot but tough. Will not go there again.,Malibu Q.,"Beverly Hills, CA",4.0 star rating
1/4/2012,4.0 star rating,"Good food, fair price, and if you are there for an anniversary, I dare you to tell them. The anniversary surprise is a double-sized hula pie to share for dessert.",Derek B.,"Lindfield, Australia",4.0 star rating
8/27/2009,2.0 star rating,"Whatever you do, don't come here for the food. I have had better meals prepared in my microwave. The food is bland yet oversalted and way overpriced for what you get. The only dish in our group that was passable were the fish tacos even though Wahoo's still puts out a better fish taco than this place.

That being said, this place at sunset is stunning. Come here for a drink or three and watch the sun go down amidst a sea of flashing cameras and mid-westerners in tacky Hawaiian shirts... a must do in Ka'anapali.",James M.,"Millbrae, CA",4.0 star rating
5/18/2014,3.0 star rating,Fish Taco's are a MUST.  Expensive but you pay for the view and convenience if you're staying close by. I wouldn't go there for the entertainment....just sayin'.,S. P.,"Aptos, CA",4.0 star rating
1/2/2013,3.0 star rating,Came here after swimming and kayaking in kannapali beach. Leilani's is right on the beach so props for that. We had a friendly waitress and great ocean views. The nachos were really good golden and very crispy. I had the fish tacos which according to the menu were the best in maui. They were tasty enough I wouldn't go out of my way to get them again though. The sun was a bit too strong for me on the patio but our waitress kindly pulled down the shades. We finished off with the hula pie which was all right...tasted alot of fudge and vanilla ice cream and macadamia nuts. It was super huge though so don't order more than one. There's a bunch of birds lurking around and one was even brazen enough to snatch a chip from my plate. They're a bit of a nuisance but it was kind of cute.,Vivian J.,"Brooklyn, NY",4.0 star rating
12/27/2012,4.0 star rating,Fish Tacos and coconut shrimp were very good. Beer was VERY cold.,Tim M.,"Warsaw, IN",4.0 star rating
10/27/2011,5.0 star rating,"We really enjoyed both times that we went to Leilani's during our recent stay in Maui. The location cannot be beat. For all the hotels nearby (we were at the sheraton), there are very few places to eat within walking distance. We had a car but wanted to enjoy a few drinks with dinner. The two main places to choose from in Whaler's village is Leilani's and Hula grill. Hula grill had live music, but Leilani's had better food. This review is for the casual first floor area near the bar, not the sit-down restaurant upstairs. Prices cannot be better for Maui. Entrees range between 10-18 dollars. Everything we tried was delicious. My fiance was a big fan of their chicken green apple and curry salad. I also enjoyed the chicken cashew stirfry, which comes with a tasty side of macaroni salad. Great view of the water. We highly recommend this place.",Irene Y.,"Los Angeles, CA",4.0 star rating
12/18/2009,4.0 star rating,"First night on the island... jet lagged and hungry we headed to Whalers Village. We sat down at the bar here and the bartender, Johnny was in a groove. Super friendly and introducing everyone to the person sitting next to them. We ordered strong drinks to start off and decided to just eat at the bar. You can order food from the restaurant above if you ask nicely. The crab cakes were great and my mom loved the fish tacos, which they say wins awards there. 
5 nights later we find ourselves here again. Wanting meat I went with the steak with soy sauce and it was delicious. Perfectly cooked I gobbled up everything on my plate. 
With a receipt you can get free dessert. Our first night a local gave us one from his wallet and we had their Hula Pie (ice cream cake) and the 2nd time we had the chocolate cake. Stick with the Hula Pie. 
Finding myself with an extra receipt I gave it to a couple sitting nearby. 
Share the love and free desserts.

FYI- they do validate for the parking garage. 3 free hours.",Meredith G.,"Denver, CO",4.0 star rating
4/3/2012,3.0 star rating,"Food wise, had a much better experience at Hula Grill next door. Blend steak and lobster tempura. Blend sesame seed crusted ahi tuna. I did enjoy Hula Pie which is a giant ice cream sandwich. Our server Rob was exceptional.",Won L.,"Los Angeles, CA",4.0 star rating
12/31/2013,3.0 star rating,"Review is for the lower level casual beachside restaurant and not the more extensive menu restaurant upstairs.  Great location - right on the beach and we had a front table facing the water and got to enjoy the passer-bys as they walked along the beach route.  I tried their famous fish tacos - and they are really good - so recommend them if you are a fish eater - if not they have other ""bar food "" type menu items - burgers and salads, etc.  The fish tacos are in a flour tortilla versus corn - so you might not like that part - but to me, they were really nicely prepared with a lot of things you could throw into the taco (guacamole, salsa, sour cream).  Comes with bagged chips you could probably get at Costco and they probably did, versus more authentic restaurants that serve a fish taco.  Our waiter was very attentive and we were happy to find a place to eat so quickly during peak dinner ours over Christmas vacation.  Lots of good options on this beachwalk, and this is one of them.",Steve A.,"Concord, CA",4.0 star rating
5/5/2014,4.0 star rating,"Why would a great restaurant hire a rude, unfriendly hostess?  Saw some other customers get the same treatment. Got over the unwelcome feeling and enjoyed the great food!",Peggy C.,"Littleton, CO",4.0 star rating
6/7/2013,5.0 star rating,"By far the best meal we have had so far on our week in Maui.  A bit pricey, but that's what we were looking for.  We had surf and turf, crab legs, prime rib, and the kids BBQ ribs. Not a bad plate out of any of them.  Would definitely go back.  We had seats on the balcony, overlooking the ocean, and had a great view of the sunset.

This place does have upstairs seating for steak, seafood, etc., and downstairs seating for sandwiches, burgers, etc.  They have it separated and was a bit confusing at first, but once you decide what you want to eat, it dictates whether you go upstairs or eat downstairs.

All in all, a great experience.  Great service and food!",S T.,"Rawlins, WY",4.0 star rating
12/5/2012,3.0 star rating,"Atmosphere was great with a great beach view. Also was very friendly and even took back something i didnt like. Food was ok. Turkey wrap is what i sent back. The fish tacos were better but seemed a little too simple for the price. My boyfriends burger and it was a premade patty Disappointed. If you want a nice romantic view, its great but dont expect too much from the food.",Tanuja S.,"Pasadena, CA",4.0 star rating
6/28/2014,2.0 star rating,"Pretty good dinner service but food was so so at best.  Dried tomatoes on spinach salad were tough and inedible. Green beans on crab legs were over cooked, tough and tasteless.  Very expensive crab legs were dry and flakey.  I think this restaurant survives on location and not food quality.  Just not good value for the price.",Joe K.,"Kailua, HI",4.0 star rating
8/24/2011,3.0 star rating,"Great for drinks before and/or after shopping!  I don't really drink, so I had this delicious non-alcoholic fruity drink...and they just taste so great while listening to live music, smelling the ocean, and getting to watch the tour de france :)  We never made it in for dinner, we tried once but they were closed already (early like everything in Maui).",starrynight c.,"San Bruno, CA",4.0 star rating
3/17/2012,2.0 star rating,Would love to go back but with no Budweiser products except flat draft it's hard to enjoy the music it's ok to support the local brews but to force feed us locals .... Someone else will fill the void (I know it's not Dukes),LIZ M.,"Lahaina, HI",4.0 star rating
6/24/2014,5.0 star rating,"James was our server, so awesome and polite! Food was awesome--we had prime rib and shrimp scampi..  Our cocktail server Keri was awesome! We were so full and took our hula pie home! Perfect late night snack! Awesome experience! Must dine when visiting Maui!",Jo N.,"Lahaina, HI",4.0 star rating
11/10/2013,2.0 star rating,"Disappointing dinner the other night.  We always know about the long wait so we went early and grabbed a buzzer (classy) and wandered around a little.  Got seated inside and had a very pleasant server.  He knew his stuff and offered suggestions on wine pairings.  Ordered dinner and were told that my entree was no longer available.  Bummer.  Picked something else and I should have spent more time doing so.  When my fish entree came, it was lukewarm and NOT what I was expecting.  My hubby's seared ahi tuna over rice and veggies looked great and was a pretty good sized piece of fish.  My opakapaka was a small piece of fish over shaved celery (which I cannot stand) with a little bit of pineapple and what appeared to be cucumber underneath.  Aside from not tasting all that great, I got to pay $36 for the dish that left me hungry.  Don't get me wrong, I pay a lot of money for fine food and haven't issue but this was a joke.  Two stars only because hubby said his was good and the service was good.  We should have gone to the Pineapple Grill or Mala's",Jenny V.,"Fair Oaks, CA",4.0 star rating
3/12/2013,4.0 star rating,Ate here 3 times on a 2 week trip....always got a free hula pie....love the location and attended church services here...food was good- ribs; ravioli; and hamburger...service very good- wait staff friendly and eager to tell their story...a good place over all...,Arcturus G.,"Ann Arbor, MI",4.0 star rating
3/2/2014,5.0 star rating,"The fish tacos and fresh catch of the day were FANTASTIC. So much so that we came back the next night for seconds! It definitely helped that on the receipt it says to bring it back for a free Hula Pie with your next meal. That alone is worth the treck! Great fresh fish, great atmosphere, and very reasonable prices. Expect a wait, as they seem to always be pretty crowded around there and don't forget to get your parking ticket comped! We didn't know that we could the first night...it saves a lot of money (up to 6 hours worth!). Highly recommended spot!",Jessica P.,"San Jose, CA",4.0 star rating
5/6/2010,5.0 star rating,"My wife and I have been regulars of Leilani's for over 15 years.  We own a condo home next door at The Whaler on Ka'anapali Beach.  Leilani's is tasty food that is fairly priced. Service is prompt and helpful.  Every employee at Leilani's strives to ensure your meal there is special.  Menu can be a bit unadventureous, but the fresh tropical fish specials are extraordinary.  And, one of my late father's expressions:  ""Judge the greatness of a restaurant by it's calamari appetizer-- rarely will they get it right.""  Score for Leilani's:  John L gave it a full ""10"".

Great location for lunch or sunset dining, and Leilani's is family-friendly. Leilani's has a great reputation for it's quality, location and service -- the only drawback -- everybody knows about Leilani's -- crowded every night; summers the dinner wait can be 2 hours if you walk up.  My advice:  eat upstairs (better menu) and make a reservation each time you go.  The view toward the ocean is dead-center on a sunset in paradise.  You really can't go wrong at Leilani's.  Also, see my Tip about Leilani Mai-Tais.",El Cazador H.,"PALOS VERDES PENINSULA, CA",4.0 star rating
5/4/2012,5.0 star rating,"The nachos were delicious... Highly recommend them with the shredded pork. The drinks were also yummy! We had a mai tai and a lava flow. The service was fast and friendly, prices were reasonable. We would visit again during our next trip to Maui.",R R.,"Palm Desert, CA",4.0 star rating
6/16/2014,3.0 star rating,"came for appetizers and drinks at sunset.  Food and drinks were fine as were the view but the service just wasn't there.  Really felt more like an inconvenience to the server more than anything.  I think my question of ""do you have any happy hour items"" when we sat down was a turn off to her.",Doug L.,"Irvine, CA",4.0 star rating
2/28/2013,5.0 star rating,"We had a wonderful experience at Leilani's.  This year the bar was exceptional in their friendliness and service.  We have always enjoyed being waited on by the ""old-timers"" Jim, John, Conrad and Cindy, but the rookies behind the bar this year have added to the aloha of Leilani's. All of the bartenders make you feel as if you are a friend they haven't seen in a while and can't do enough to please you.  If you are ever on Kaanapali Beach, we highly recommend you pulling up a seat at the bar for great drinks and a memorable time. This establishment is beachfront, so you are met with great people watching, but especially awesome sunset views.",David C.,"Merrick, NY",4.0 star rating
11/13/2009,3.0 star rating,"Touristy place. Live music at night. Not bad. Not great.
Any place connected to the Whaler's Village is geared towards the sunburned, Mai Tai seeking tourist.
Is this bad? No, not really, but kind of generic once you've tried it and paid way more than you wanted to.
It's a good place to have a drink and watch the sunset and watch the tourists walk by, but it's not the Hawaii that I want to experience.
The Hula Grill nearby is kind of the same.  Again, not bad, but just built for the tourists.",Kev M.,"San Francisco, CA",4.0 star rating
2/27/2013,5.0 star rating,"We are staying right down the beach walk at the Marriott. Short walk. Great food! Fantastic service!!! Had the pork nachos, fish tacos, margaritas, and Mai tais. All were outstanding. Not as outstanding as our server David tho!! He was fast at keeping the cocktails coming, great at recommending dishes, and funny too!! Over Leilani's was a great choice  we will visit again before our trip ends!!",Kristen L.,"Lahaina, HI",4.0 star rating
6/9/2014,4.0 star rating,Comfortable atmosphere. Hostess and servers where very friendly an welcoming. The lobster tail was the best I have ever had.,Mary P.,"Montgomery, IL",4.0 star rating
12/26/2011,5.0 star rating,"The service was amazing. They had our drink orders in so quick too! By the time our bread was gone out salads arrived. Shortly after, our food came too. Our table had the ribs, shrimp scampi, steak with shrimp and my mom ordered three appetizers: crab cakes, mushroom ravioli and the shrimp scallop sauté. She says it was soooooo good!!! Everyone was raving about their dishes and the waiters kept coming by to refill drinks. I will definitely come back!",Louise T.,"Portland, OR",4.0 star rating
12/15/2011,3.0 star rating,"Went here because it was happy hour and did not know where to go really. The food for happy hour is your typical bar food. Had the crab cake sliders, fried fish sliders and a third one that escapes my mind at the moment. The food was good but not make your mouth party good. The happy hour drinks here were mostly mai thais and margaritas which were four bucks each, which was pretty good considering everything is expensive in Maui.",Sing T.,"El Monte, CA",4.0 star rating
9/30/2012,3.0 star rating,"Pretty good food and fairly good location.  Can't see the water or beaches from most of the restaurant.  Their fish tacos are okay, but not nearly the best I've had.  Okay pricing.",Matthew C.,"Spring, TX",4.0 star rating
5/27/2014,4.0 star rating,"Excellent food, great ambiance. A great place to watch the sunset on the upstairs deck. Fresh fish options prepared perfectly. We had to wait about 40 minutes but well worth it.",Michael E.,"Hawthorne, CA",4.0 star rating
5/25/2014,3.0 star rating,"Nice view of the beach and it was fun to watch the sunset cruise catamarans ""dock"" and see the passengers get soaked as they disembarked. Food was OK. Had to send back order of fish that was overcooked and dried out. Crusted ahi was served rare and spicy as promised, but the filet was stringy and chewy.......not a good thing. Very pricey with bill for $110 for two and no alcohol. Hula (ice cream) pie was good.",JC A.,"Catawba, NC",4.0 star rating
6/1/2012,3.0 star rating,"Year after year, vacation after vacation, we always look forward to the fish tacos at Leilani's, followed by the hula pie.  2012 rolls around and something has changed.  The fish tacos were really fishy this time (yes I realise they are made of fish), and they went up in price.  Not so thrilled about going to Leilani's when we arrive in Maui any more.  Times have changed.  :(",Chad R.,"Vacaville, CA",4.0 star rating
7/20/2009,1.0 star rating,"Location: 5 stars

Service: 3 stars

Food quality: 0 stars

This place was terrible.  Bland food.  The fish was so overdone that we could not tell if the fish tacos contained fish or chicken.  Burgers were awful and the fries were cafeteria quality.  And the soup was cold.  

You pay a premium for the ocean view, but you are better off with the food court.",Nelson S.,"Vancouver, WA",4.0 star rating
6/19/2011,4.0 star rating,Leilani's is a solid choice for the Whalers Village area on Kaanapali.   Food was quite good and service was beyond expectation.  Great option if you are in the area.,Justin S.,"Encinitas, CA",4.0 star rating
1/5/2013,5.0 star rating,"This was the best food we had in Maui. Worth the wait, so be patient! The coconut shrimp appetizer was great and the tuna sashimi melt in your mouth. The Mahi Mahi main course had a wonderful cream sauce, and don't forget dessert.",MT S.,"Telford, PA",4.0 star rating
3/3/2012,3.0 star rating,Great calamari. Kobe burger tasted frozen. Good service. Great view.,Rose L.,"Tacoma, WA",4.0 star rating
5/25/2007,4.0 star rating,"We dined at Leilani's after taking a 3 hour sunset cruise that departed right in front of the restaurant.  We waited about 40 minutes for a table at 8:00, but it was a Friday night, and there's plenty to do and see there in Whaler's Village.

Once we were seated, we were taken care of by our very attentive but not obtrusive waiter.  Our meal was fabulous - fresh and well prepared.  My husband had the Grilled Ono with a cilantro-basil sauce, horseradish goat cheese potatoes and pineapple salsa , and I had the Panko-crusted pork chop with tropical chutney and steamed broccoli.  Honestly, the best pork chop I've ever had.

We really liked the feel of Leilani's - fancy without feeling snooty, a very nice way to spend our final evening on Maui.  This was the nicest restaurant we went to on our vacation, but surprisingly, it wasn't the most expensive meal we had.  Highly recommended - especially over all the other restaurants at Whaler's Village.",Sarah G.,"Las Vegas, NV",4.0 star rating
2/18/2012,4.0 star rating,"Fantastic views, super friendly and efficient service. Good food and wine.",Geoff D.,"Palmdale, CA",4.0 star rating
9/26/2011,3.0 star rating,Great location and decent food. My husband and I went here for our anniversary dinner here. The ahi tuna special was great! The steak special was definitely too big for one human to eat.,Kim B.,"New York, NY",4.0 star rating
2/17/2012,5.0 star rating,"I visited here almost every day during my stays on Kaanapali Beach. The happy hour rocks and the bartenders are really cool.  The fish tacos are seriously amazing.  Spicy and perfected and during happy hour they are $4 a taco.  If you are in Maui you gotta stop by and grab a fish taco, you will not regret it!",Preston B.,"Miami, FL",4.0 star rating
12/4/2013,4.0 star rating,"During our first visit to Maui last year, we went to Leilani's for my wife's birthday dinner (we ate at the restaurant upstairs) and we both had an amazing experience. Food and service were excellent. We had some scallops for an appetizer - never seen scallops so large and they were cooked and seasoned to perfection. This year we decided to go for a return visit. We were told by the front desk person maitre-d that there was some problems in the kitchen and that we should return in 15 minutes (all restaurants have glitches during the course of a meal and that's fine - it's how you handle those problems that really makes an impression). She told all the other guests the same thing. Both my wife and I thought this was a poor choice - we thought it would be much better to seat your guests instead of having them wander around Whaler's Village for 15 minutes. We could tell other guests were very put off. Having said that, the rest of the evening service was exceptional. Our waiter for courteous and very knowledgeable about the items on the menu. The crab cakes we ordered were probably the best we've ever had. The grilled fish entree over a bed or grilled brussel sprouts was excellent - who knew brussel sprouts could taste so good?",Caleb C.,"Surrey, Canada",4.0 star rating
5/1/2010,4.0 star rating,"Ate at Leilani's last night. Our waitress was awesome, the drinks were great and the food was excellent. My wife and I both ordered the double Kobe burger which was amazing. Melt in your mouth kind of stuff. The French Fries were perfect as well. After dinner we shared a Hula pie which on arrival looks intimidating, but we made shirt work of that. All in All an outstanding dining experience. We're planning to go back before we leave.

Mahalo!",Nick D.,"Petaluma, CA",4.0 star rating
8/4/2012,3.0 star rating,"Shrimp scampi was bland, no flavor, and not worth the price.  Very little pasta and not much sauce.  Although, shrimp was a good size.  

The teriyaki steak meal tastes good.  Teriyaki sauce, I thought has a wine sauce flavor.  Steak was tender and served with real mash potatoes.",N L.,"Citrus Heights, CA",4.0 star rating
1/25/2012,5.0 star rating,"Whenever I visit Maui, I always come to Leilani's.

I went here multiple times on my recent trip and had an awesome experience.  

The service is slightly above average as everyone seems to be on island time compared to the SF Bay Area time that I am most accustomed to.

However, the food here is fantastic. 

I went there 3 times for this most recent trip.  

The first time I went there I ordered off their Happy Hour menu and got 2 of their BBQ Pulled-Pork Sliders and a Lava Flow.   So much flavor!

The second time I went there was by far the best.  Theyre is a little blurp message underneath their fish taco item on their menu that says something to the effect of ""Award Winning Fish Tacos""...or something like that.  THEY WERE NOT KIDDING!.  Not sure what kind of fish they use, but they had this cajun spice rub on it that was amazing!..unless of course you do not like spicy food.  My only regret was not ordering this item on my third visit.

The third and final time I went there on my trip, I ordered this Cuban sandwich, which was good, but like most cuban sandwiches had a lot of grease and too much cheese!  You probably think I am crazy in saying there was too much cheese but I try and stay away from it....not because I do not like it but because of personal preference.  (All you cheese haters know what I am talking about)

Lastly, if you have the chance and feel like ruining that diet you are on, DEFINITELY TRY THEIR HULA PIE!!!!! :)

Best dessert you will ever taste.  Guaranteed!",Kevin S.,"Santa Clara, CA",4.0 star rating
