Date,Rating,Review,Name,Location,Rating_v1
2/15/2014,5.0 star rating,We had dinner here and found the food to be amazing. Service was great. Atmosphere wonderful and comfortable. Unfortunately I had a hair in my dish. I has the swordfish. The server was over the top worried about it and brought me a new filet. By. The time it came I had eaten enough  by. Sharing my husband's mahi mahi so we took it home. Was super for next day snack. I hate to mention the hair because it was certainly an accident. Go there and enjoy a nice dinner.,Deb C.,"Marigny, New Orleans, LA",4.0 star rating
2/14/2015,5.0 star rating,"Do not leave the islands without trying the hula pie!!! Went specifically for this, was not disappointed. Everybody in our group ended up going back to get another piece on different nights.",Cory M.,"Belmont, MS",4.0 star rating
11/6/2014,5.0 star rating,"Worth the money for a good meal!!!! The fish was so good. We had the calamari appetizer, it was okay could have done without it. Ryan was a really good server. Go during sunset for a nice view.",Katie M.,"Simi Valley, CA",4.0 star rating
10/17/2012,5.0 star rating,This place pleasantly surprised me because of my past experiences with oceanfront lahaina restaurants. The kalua pork app was delicious and ginger martini as well. The band playing was a beautiful mellow guitar and soft singing. Our waitress was very attentive and we got a free hula pie for mentioning our anniversary! Would come here again.,Jessica B.,"Solana Beach, CA",4.0 star rating
7/22/2013,3.0 star rating,"I had a beach bunny burger. Delicious! It's made on a pretzel hamburger bun, which was one of the best parts. Our server was a little slow to check-in on us. The hula pie here was good, but I could do with less fudge/caramel sauce. The calamari appetizer was too greasy for my liking.",Jay T.,"Berkeley, CA",4.0 star rating
12/14/2012,3.0 star rating,"This was my first dinner in Maui based on the number of Yelp reviews/recommendations and all I really have to say about it was that it was alright.  Honestly, it reminds me that obligatory Fisherman's Wharf crab dinner I have to take my out of town relatives to just so they can say they've been to Fisherman's Wharf for a crab dinner.
FYI if you sit at their bar, you can order from their bar AND dinner menu.  If you sit at a table, you can only order from their dinner menu - information I was not aware of due to the fact the bartender handed me ONLY the dinner menu even though I sat at the bar.  It's ok, not a problem, I was on vacation and wasn't tripping.  
So I ordered one of the fishes baked ""Kimo's Style"" and it was good.  But for the meal and two drinks, the tab came out to about $50 with tax.  A little pricey, but again, I'm on vacation so it wasn't a problem.  
All in all it was a decent meal and something worth checking out on your first time out there.  Would I go there again?  Probably not - unless I went back with some first timers who wanted to check it out.",Carla G.,"Oakland, CA",4.0 star rating
5/28/2013,4.0 star rating,"Came here for dinner on our last night in Maui recently. Great service, great view and pretty good food. Got the kimo style mahi mahi which was delicious. The only downside is it gets very hot upstairs!",Judy L.,"Northridge, CA",4.0 star rating
5/28/2011,5.0 star rating,"Seriously, some of the best food I've had in awhile. I got the seared ahi with lobster tail and finished my plate. The hula pie is incredibly decadent and enormous. Dinner can get w little expensive, but we ordered lots of drinks. 

Oh, and HANDS DOWN, best Mai Tai I've ever had. Perfect.",Amber R.,"Anaheim, CA",4.0 star rating
8/22/2014,4.0 star rating,We made reservations (a must do) and had a fabulous dinner upstairs.  I would suggest going before sunset (while it's still light) because after the sun sets you can't even tell you are on the water.  The prime rib was delicious and we loved the openness and fans!,Julie W.,"Shrewsbury, MA",4.0 star rating
9/11/2013,5.0 star rating,"Excellent food--lots of good fish choices.  Excellent service--thanks Nelly.  Great atmosphere, especially if you can get on the patio and look out on the ocean.",Jim K.,"Denver, CO",4.0 star rating
12/15/2013,5.0 star rating,"Kimos serves excellent food!  There Prime rib is outstanding and the daily fish special is well worth the wait on a busy night. The server and bartenders are very experienced and are quick to please.  We have came here for years as a family and have never been disappointed.  I would highly recommend this for a nice, quiet evening.",Larry A.,"Pollock Pines, CA",4.0 star rating
10/29/2013,3.0 star rating,I would actually give this place 3.5 stars. The service was good the atmosphere/view amazing! Ronnie our server was fantastic. I was served the wrong fish and when I asked about it (innocently asking about if the fish was normally like that bc I had never had it before) he realized I was given the wrong fish. He subsequently comped my meal. My husbands lobster topped fish was outstanding! This is not the place to drink a lot- The drinks are very expensive but not atypical for Front street. Not a bad place to go if you're in search of great views and ok food but for amazing food you may want to consider asking a local.,Mon B.,"Chicago, IL",4.0 star rating
12/15/2014,4.0 star rating,"This place is great.  Front of the house was great and accommodating.  We were promptly seated upstairs and it is loud, but expected, because of the great location.   Our waiter was great and explained the menu very well.  Had perfect cocktails to start!  We shared the the calamari (delicious) and a yummy salad for apps  Then we had the marlin that was outstanding.  Also, we had the Ahi, which was also good, but the marlin was the best.  Great time and great food.  Thank you.",Pamela M.,"Ashburn, VA",4.0 star rating
10/29/2014,4.0 star rating,"Very nice dinner last nite for our 30th Anniversary. Beautiful ambience (the torch lights put off some heat). Service was good, food was very good. Pricey, but hey, that's Lahaina!",Rise E.,"San Diego, CA",4.0 star rating
5/16/2013,5.0 star rating,"We went here for dinner. It was late, so our options were limited and we weren't expecting much because it seemed like a chain/ touristy kind of place, but the food was actually very good and the service was great! Tracy was our server and she was polite and efficient. It was busy in the restaurant, but she was on top of it and knew what we needed without us having to say anything. Overall it was a very good experience and I would go back! Of course, it doesn't hurt that it's in Maui!!",Bryan H.,"Sacramento, CA",4.0 star rating
10/23/2013,3.0 star rating,Great view - especially if you sit right next to the water. Happy hour was pretty good. The tropical mojito was yummy ( doesn't taste anything like a mojito though). Disappointing fries.,Vinita S.,"Irvine, CA",4.0 star rating
10/7/2012,5.0 star rating,Everything here is what a Hawaiian restaurant should be a ocean view that cocktails the servers everything was perfect. Monte the bartender took care of us every time we came here He is professional and knowledgeable About giving great service And ways to show a customer a good time. Keep up the good work Monte!!,Q Q.,"Lahaina, HI",4.0 star rating
1/28/2015,4.0 star rating,"We travel to Maui twice a year and always visit Kimos.  On our last two visits, Jim was our server and he was outstanding on both occasions.  He is attentive and extremely nice.  Make a reservation in advance and you will typically get the best seating with the best views.  The fish specials are always changing so you can go back in the same trip and experience them at a reasonable price.",Susan S.,"Chicago, IL",4.0 star rating
10/9/2012,4.0 star rating,"While on vacation, we checked out Kimo's based on location and the reviews from Yelp!  The outdoor seating was perfect and even though it was extremely warm, the breeze was just right.  We arrived around 4:00pm which happened to be happy hour and the limited lunch menu until 5:00pm.  There were approximately three main entree options as well as salads and appetizers.  We had $6.00 MaiTai's and shared the macadamia nut crusted calamari and fresh fish tacos.  The fresh fish tacos were the best I've ever had.  The sauce that they put on them with the tropical fruit was outstanding and I would definitely go back again sometime...hopefully during this trip!  The fish tacos were $14.50 and calamari was 1/2 price at $4.50 during happy hour.  Extremely fresh food!  Great find, stunning view and right in the middle of the hustle and bustle of Front Street in Lahaina.  Impressed!",Les C.,"Vancouver, WA",4.0 star rating
9/7/2014,4.0 star rating,"amazing view especially for sunset.  husband and I made reservations and asked for an oceanview.  table was awesome and perfect to watch the sunset.  our server ""kimo"" (james) was the best we have had so far on the island.  he was hilarious while also being attentive.   ordered the calamari which was not very good.  husband loved the prime rib while my fish was ok.  we left full and would return.",Margo J.,"Capitola, CA",4.0 star rating
12/2/2013,5.0 star rating,"There is a magic overlap of their lunch menu (ends at 3:30pm) and happy hour (starts at 3:00pm). We came 3 times during our week on Maui because of how inexpensive it made their wonderful food. The service was friendly and prompt and the view was wonderful (waterfront with outdoor options). We were there over Thanksgiving week and never had to wait to be seated. As for the food:

1) Calamari appetizer = awesome (got this 3 times)!
2) Pulled pork sliders = also awesome
3) Fish tacos were very good and sometimes on special
4) Happy hour drinks were all inexpensive and delicious",Sabowyer B.,"Akron, OH",4.0 star rating
7/28/2010,2.0 star rating,"So. I have a belief that if you can't smell the food cooking when you walk into a restaurant, bad things are about to happen. Welcome to Kimo's... Service staff very nice. Not sure why they need the females to wear extremely tight/short uniforms - kinda felt like Hooters meets North Shore. Whatever...
If you are hungry I beg you to fill up on the yummy bread and muffins before your meal. THE PORTIONS ARE SIZED FOR TODDLERS. We ordered the bbq rib plate for the little people from the keiki menu - $11.00. Ordered the rib plate from the main menu $22.00. THEY WERE THE EXACT SAME PORTIONS. The taste/flavor was a step above wedding/hotel/hospital food. 

Pissed and still hungry...

Very over priced. Very overrated. I am very pissed and very hungry. Make reservations or you wait up to an hour for a table to eat your ""kid's meal"".
But, on the bright side you will have an amazing view while you enjoy your snack. 
P.S. - A glass of Sprite is $3.75...seriously...? WTF?",Kimberly F.,"Valencia, CA",4.0 star rating
4/12/2013,4.0 star rating,We were here last week while on vacation in Maui.  We had the table upstairs right by the kitchen door and still had a wonderful experience.  The food was amazing and so was the pina colada.  It was cool and breezy that day but it was very comfortable once the staff put the shades down after sunset.  Our waiter was very attentive.,M J.,"Fort Wayne, IN",4.0 star rating
8/18/2010,1.0 star rating,"We went here with a group of 14 and were seated at an ok rate. Enjoyed some Lava Flows before being seated. Seating was a little awkward. We had a large rectangle table and a round table seated at the end. I was seated where the round table and rectangle table met, which was kinda uncomfortable. 

Since this place had good reviews and it was pricey, I figured it'd at least be good. We ate at I'O two nights before and loved the fish, so I figured I'd give it another try. 

I ordered the Opah, kimo style. After my first bite, I almost gagged. It was SO extremely DRY. After EVERY bite, I had to take a drink of water. It was awful. I can't believe I paid $33 for this. Just horrible. 

I won't be going back to this place! Blah (insert vomit)",Becki J.,"San Diego, CA",4.0 star rating
9/10/2010,4.0 star rating,"We ate out on the patio and listened to the waves crashing as well as the live music playing inside the restaurant. We shared the moo shu pork and I cannot even explain how perfect this dish was and how shocked I was to be having it at Kimo's (where I'd expect great burgers and sandwiches, not funky takes on Chinese dishes!!!). 

We also shared a chicken sandwich that was very good. This is the place to go for a great meal outdoors while sipping on a beer or two and chatting with friends. You really cannot beat the environment.",Danielle H.,"Seattle, WA",4.0 star rating
9/10/2010,2.0 star rating,"It would appear that the reviews of this place are skewed heavily on the polar ends of the spectrum.  You almost want and need to review this place on two criteria to do it justice- the ambiance and the food.  Since the food must take precedence, its rating suffers in my book.

The location and atmosphere is worthy of at 4-5 stars.  You're right on the water and even when dark with limited view out to the ocean, it's tough to beat.  It's also conveniently located in Lahaina to all the touristy stuff.  It's definitely a tourist type of place but fun nonetheless.  There was live music on a Thursday when I was there and they are open later than most eateries in Maui (which is annoying... why does everyone close at 9 or so?!?).  I arrived at about 8:45pm and was promptly seated, no reservations, no waiting.  The place was hopping but service was prompt.

The food sadly falls way short.  The fish options were decent as one would expect considering it is Maui.  The were also several ways you could have the fresh fish prepared, none of which set itself apart from the others- screaming ""must try"".  Any changes to the standard Caesar salad incurred a $4. surcharge on top of the already overpriced menu.  I opted for a different salad but not worth the upcharge.

Our entrees were okay- not great but not terrible either.  Even if you were to disregard the price, it's still just mediocre food.  Kimo's is part of the Duke family of restaurants, if that helps.  Can't comment on dessert as I didn't have any.  Too many other places for treats in Lahaina to try!",Michael L.,"Houston, TX",4.0 star rating
2/22/2011,5.0 star rating,"Just when I thought I couldn't like Kimo's anymore....my last trip was great. The only downside was the wait time for our lunch...took a long 20 m ins or so after we ordered (and ordered a salad, sandwhich and ahi ap so not sure what the holdup was). I was most impressed with the service....they were so on top of things and it was great when I heard other servers ask ours for help. She was getting a little overwhelmed, they all picked up on it right away and jumped in. One filled my moms tea while another got us another round of mai tais. I was very happy that they did that and were happy to. We were sitting close the the bar area/wait station and being a former waitress I notice these things. Very professional and their emplpyee's should really get a pat on the back. They must be treated well! 

The food was good...you must get the ceasar salad here and oh yea...a mai tai!!",Amy S.,"San Diego, CA",4.0 star rating
1/11/2014,5.0 star rating,"My wife & I ate here twice during our vacation because of the Great food, service and an amazing view.",Matt M.,"Rocklin, CA",4.0 star rating
8/25/2014,3.0 star rating,"this place is really so packed! a lot of people , a great place to an awesome view. but we were too hungry to wait for a spot with view, we sat inside and just wanted to enjoy the food. the free bread and muffin are delicious, but I think they are just the market-level flavor. the flavor just doesn't fit the price...",Zhou S.,"Dubuque, IA",4.0 star rating
7/9/2010,1.0 star rating,"I am surprised at the great reviews for this place.  Yes- the setting is nice, but the food is not that great.  We sat on the oceans edge, which was a beautiful sight, yet we expected the food to be as comparable.  The food bland and weak in presentation.  Didn't make us feel that good when we left.

 It seems that this is another one of those highly advertised tourist attended restaurants that misses the mark.  I will not eat here again.  there are several other restaurants on this Lahaina Market walk that I would like to try....the burger joint just down from Kimos looked interesting.",Bobbi J.,"Vancouver, WA",4.0 star rating
5/18/2013,4.0 star rating,"DH and I went here for our last night in Maui (boo!). I made reservations for 8PM (called at 7:00) and we were promptly seated upstairs at a table almost on the balcony area. We ordered sodas, coconut shrimp appetizer, coconut crusted fish, and my husband had the teriyaki sirloin and added the lobster tail for $16.00. Our seafood bill was about $100.00.  You could tell that the seafood was very fresh. The shrimp had that bouncy quality, where you could tell it was not a frozen shrimp.  The service was pretty good, it took us a while to get refills, and for some reason I thought the bread was kind of weird.",Melissa Y.,"Macomb, MI",4.0 star rating
3/29/2013,5.0 star rating,"Great poke with avocado.  The Marlin Bruschetta was a little too strong on the wasabi for my wife but I liked it. I had the mongchong (sp?) fish special and it was a flaky but tasty fish. We ordered a teriyaki sirloin and filet mignonette for the kids and they were cooked perfectly.  We informed our waiter, Jeff, that our son had a sesame allergy and he made sure to check everything we ordered was safe.  We really appreciated it.  I only wish we had room for the hula pie which looked awesome.",Jeff W.,"Manhasset, NY",4.0 star rating
5/13/2011,3.0 star rating,"You go to Kimo's to watch the beautiful sunset, but start off slightly disappointed with the view of the wall. Apparently you need to request a sunset view seat when you call ahead to make your reservation. By the time we figured that out and asked, there was an hour wait for tables by the rail. We got up out of our seats to snap a few shots of the sunset.

I think I read another review that they try to rush you through dinner. I felt that vibe initially - they must have come at least three times for our order when we hadn't even opened the menu yet. And I am not a slow paced diner. Once they caught on, our server backed off, but I think that she may have backed off a little too much. She totally spaced on bringing us our caesar's and needed to be reminded upon bringing us our food out. She did feel genuinely bad and offered to buy us free dessert (yum hula pie), but we were so stuffed that we couldn't even do it.",Amy K.,"Chicago, IL",4.0 star rating
10/10/2010,4.0 star rating,"Love this place!  The atmosphere is wonderful and th food is great!  I'm a fish fan so ilove the Opakapaka. I prefer to get the parmesan crusted style-but I would be willing to try a different style.  I think about the food here and can't wait the whole year to go back!  But anyway.  The Cesar salad is also very good as well as the sides that come with your meal.  I have seen some of the other reviews and I can't understand why anyone would give this place a negative review.  I've been many times and every time it was wonderful.  

They also have amazing ribs and prime rib!  I highly suggest Kimos.  The food is wonderful and the view is amazing.",H C.,"Santa Cruz, CA",4.0 star rating
2/9/2011,4.0 star rating,"After doing the WHOLE road to Hana, my fiance and I were starving and in need of some major eats and drinks.  We were seated right away on the 2nd floor of the restaurant and faced out towards the ocean.  It didn't take us long to decide what we wanted for dinner.  We ordered a couple of Mai Thais to numb the memory of being stuck on the road to Hana for hours.  To start our meal, we had Cesar salads and they were gone in the blink of an eye.  Now for the main event, Joe had the Mahi Mahi stuffed with lobster and I feasted on the Teriyaki Sirloin.

Both entrees were phenomenal and made up for the horrific meal at Cheeseburger in Paradise the night before.  Joe's fish was so light and cooked to perfection.  As for my steak, it was cooked to my preference and came with a side of teriyaki sauce for dipping and mixing with my mashed potatoes.  We skipped out on dessert and ordered another round of Mai Thais and took in the scenery.",Myra R.,"Culver City, CA",4.0 star rating
3/22/2011,4.0 star rating,"They got us a sweet spot looking out at the ocean/sunset because it was our honeymoon and we had a pretty good time. The place was a little packed even for a Thursday so it took a while before we ever saw someone, but it was well worth the wait.

We simply shared an entree and were right to do so due to the huge portion size. Had a well mixed lava flow. The only other complaint is everyone acting like the stupid tourists they were and taking 9 million pictures right on top of us while we were eating. I understand it's beautiful, but cmon enjoy the freaking moment with your loved ones instead of looking through the lens non-stop. (Had both surrounding tables taking pictures, as well as 3 people standing no more than 2 feet behind us)

Staff was wonderful as was the food.",Brantley F.,"Spring, TX",4.0 star rating
2/5/2013,5.0 star rating,Fresh fish :) great drinks and great location. Right on the water. I had the Mahi Mahi kimo style. My fiancé had the coconut crusted Ono. Good for kids too. We had a great waitress too. Neli from Belarus.,Jay D.,"Gilbert, AZ",4.0 star rating
5/1/2013,4.0 star rating,It feels like they serve fish a billion different ways. Get an early reservation and sit by the balcony to watch the sunset.,Diane L.,"Mountain View, CA",4.0 star rating
6/28/2013,2.0 star rating,"First, let me say that our server was very nice, friendly, and on point.  The fish we ordered was tough, so tough I had to cut mine with a knife.  I had the Parmesan crusted fish, my husband had the lobster salad covered fish.  Meh!  We were offered a discount on our meal, we took free dessert and coffee instead.  We had sorbet.  It was frozen solid.  I am sure they scooped it in advance and just pulled the dish from the freezer.  My husband said their coffee was really good.  We were also seated next to the kitchen doors so we got to enjoy the banging of the doors during our entire dinner.  We'll look for something better next time.",Jeannie K.,"Cathedral City, CA",4.0 star rating
11/24/2010,4.0 star rating,"Two words: HAPPY HOUR. 4 stars for ambiance and experience. Yes, it is smack dab in the middle of Lahaina and therefore a tourist mecca. However, it is a must-go for happy hour. Live music, the ""quintessential waterfront lanai (patio) with tiki torches."" The Mai Tais and smoked marklin are awesome, cheap and plentiful. Pretend you are entertaining your out of town guests and stop in for a couple hours. It's impossible not to catch Island fever here. Foodie? Notsomuch. Go across to Lahaina Grill or up the street to the new Honu for their incredible king crab mac and cheese with truffle oil.",Cristina C.,"Boulder, CO",4.0 star rating
1/17/2011,4.0 star rating,"Outstanding Hula Pie with a great view!

We came here for lunch around 11:30 on a Monday with a party of 6 and got a table on the deck closest to the beach.  We had the following entrees: Fish Tacos, Beer Battered Fish and Chips, Coconut Crusted Mahi Mahi, Chicken Sandwich, and Cheeseburger.  The Fish Tacos was more like a fish burrito: one large tortilla with two big pieces of fish inside along with a mayonnaise-heavy coleslaw and pineapple relish/salsa.  The caesar salad that came with it was ok.  The fish from the Fish and Chips was mostly batter but the fries were good and crispy.  The Coconut Crusted Mahi Mahi was our favorite entree out of all them.  

Now the Hula Pie was outrageously good!  Hula Pie is a Hawaiian specialty, or so I've been told, which is basically an ice cream pie.  Macadamia nut ice cream, cookie crust, fudge, chopped macadamia nuts and oodles of whipped cream.  

Next time we'll be coming just for the Hula Pie ;)",Amanda L.,"New York, NY",4.0 star rating
10/17/2012,4.0 star rating,"Unfortunately I was too hungover to eat more than a few bites of clam chowder which was deelish!  However according to my family they loved the food!
We had a beautiful table on the patio, overlooking the ocean, and listening to the live musicians!  
We scored a free coupon for Hula Pie and WOW to die for!!!  Only wish I was able to enjoy more of it!",Monica J.,"Canyon Country, CA",4.0 star rating
8/17/2010,4.0 star rating,"Beautiful 2nd floor views of ocean. I had the Parmesan crusted opah. Super tasty. All dishes come with a nice Caesar salad. The server kept our wine glasses full. The hula pie was great, Oreo cookie crust ice cream chocolate syrup nut deal. Intense. If you want fresh seafood come here.",Marty J.,"San Francisco, CA",4.0 star rating
8/26/2010,3.0 star rating,"After reading the reviews I was excited to check this place out. All I have to say is that it was just plain OK. 

nothing special about it. big interior and plenty of seating. nice view of the ocean (but so do a lot of other restaurants in the area). 

I had the 32 ounce prime rib and it was some what of a disappointment. it wasn't that flavorful. it was pretty bland. needed a lot of au ju to finish it all.",Dan K.,"San Gabriel, CA",4.0 star rating
7/29/2012,4.0 star rating,"We visit Kimo's a few times during each stay in Maui.   We really like the food (well  made).  We always just sit down stairs as it seems there is always a wait to sit upstairs.  It's pretty pricey ($10 and up for  cocktails and appetizers are $12 and up).  The service is always EXCELLENT.  Con- some times when you go in it's really loud b/c there are lots of drunk people sitting at the bar/downstairs area.  But hey, we're on vacation so  cheers!",Tavy R.,"Stockton, CA",4.0 star rating
1/3/2011,4.0 star rating,"My husband and I ate here during Christmas of 2009. This place has a great location and an amazing view. A co-worker always comes here during her vacation in Maui - she really praised the Mai Tai's there. I've tried a Martini instead (not a Rum kinda girl) and it was really delicious.  The food was also pretty good. At the end we've ordered the Lava Cake and it was just the same as everywhere else we had it - so nothing special.
Overall a great spot to have couple of cocktails or eat dinner.",Justyna Y.,"Sunnyvale, CA",4.0 star rating
12/18/2014,2.0 star rating,"Nothing great to say about it. I had steamed claims, the size is very small. We were told there is 1 lb of it, not true, the most is 1/2 lb. . We each had one drink  the bill was over 100 dollars. He had Ciappino, was not so hot either. The broth is thick like tomato paste. It's not the best for what it's cost.",Christine W.,"La Quinta, CA",4.0 star rating
9/21/2012,3.0 star rating,"On vacation in Maui went to Kimos for an early dinner.  Before 5PM its a cattle call for the dining room, no reservations and little organization.  The dining room has 20% too many tables and you literally sit on top of each other, not what we wanted or expected for a $40++ per plate dinner.  Had the prime rib and while the large cut is generous, the quality  has declined over the past few years.  Overall meal was average and so was the service.  We will have to think before going here again and not what I expect out of a TS restaurant.",Steve D.,"Long Beach, CA",4.0 star rating
8/10/2010,3.0 star rating,"The thing we liked best about Kimo's was the environment.  It's a really hopping spot, and of course that should be no surprise as popular as it is on Maui.  I love all of the open air, on both levels, and the lighting reminds you of exactly where you are.

I've learned that you can't expect much from a kitchen in a busy restaurant the later it gets in the evening, but I suppose I was still a bit surprised since it *was* a Friday night, and we were a good hour or so away from the kitchen closing (I checked with the waitress).

Even as busy as it was, we only had to wait at the bar for less than a drink's time.  We were seated upstairs, which was just as busy as the lower level (packed).  Since it was the first full night of vacation I was tempted to splurge on the Surf n' Turf, which is listed simply as ""Market"" price on the menu.  Thank God I asked - it was $52.00!  This surprised me, because the rest of the menu looked quite reasonable.  

We both went with the Sirloin and Shrimp, which was about $25 or so.  The food came out pretty quick.. maybe too quick, since you assume this is steak cooked to order (or you'd like to).  Unfortunately, when I bit into mine, it was pretty tough.  My girlfriend said she wasn't picky and she'd eat it, but then she too decided it was just too tough as well.  We had to send it back.  The shrimp came out on skewers and had a good charbroiled flavor to it, so no complaints on that.

The waitress was courteous and they seemed to be a well-run operation in the front of the house.  But my first experience with the food was nothing exquisite.",Benjamin S.,"Saint Louis, MO",4.0 star rating
2/3/2013,5.0 star rating,"They don't take their customers for granted, great service, awesome bartenders.  The deck is laid back, fun, and gorgeous!  Food was good!",April S.,"Seattle, WA",4.0 star rating
8/13/2012,2.0 star rating,"If you want a nice view then go here.  If you want good food go somewhere else.  Fish was dry on three different meals and at $40 per dinner, that is not cool.   Two stars only because the view is good.",Mark R.,"Naperville, IL",4.0 star rating
10/20/2014,4.0 star rating,"Great friendly service, ask for a table near the veranda you may get wet. Mai tai was excellent and also was the Lahaina lemonade. Will definitely return.",Nemesio S.,"Rancho Cucamonga, CA",4.0 star rating
12/15/2012,5.0 star rating,"This was our favorite restaurant of the whole trip. The food is great. We had a sloppy jack, fish tacos, and calamari to share. Ryan had a couple of beers, I had one maitai. My maitai was $9. A little steep, but I was really buzzed off of the one, so not too bad of a deal (think Long Island iced tea amount of alcohol but actually tastes delicious).
While on vacation, have you ever wanted to feel like a local? Scott, the bartender, makes you feel warm and welcome while providing you great service. He was chatting with the patron next to us and when scott walked away, I asked the guy if he lived in Maui. He said, he'd been to Kimo's a few times , but the service makes everyone feel like a regular. 
Insider tip: sit at the bar. Great view of the whole restaurant an full menu is available without waiting to be seated. EAT THE HULA PIE! It is so good. 
My only negative comment: no local beers on tap. Kind of a bummer",Geneva H.,"Seattle, WA",4.0 star rating
11/2/2010,4.0 star rating,"We came here twice during our 5 day stay in Maui. The first night, we sat out on the third row of the balcony. Great ocean views without being too close. 

Chris had a fish entree with Maui veggies. He was craving it the next day for lunch. I ordered the chicken/filet beef on skewers with the rice pilaf!! Ohhhh the beef was like melt in your mouth good! It was soo tender and the chicken was pretty good too!

We ended up coming back for lunch on our last day! Although, their dishes during lunch were good, I'd still suggest going there for dinner! Menu at dinnertime is more extensive!",Theresa B.,"Los Angeles, CA",4.0 star rating
10/16/2013,4.0 star rating,"Wow! What a view.  The fish is really good here, but try the ribs, you will not be disappointed.  Make sure you get a Mai Tai here, the best Mai Tais next to Mama's Fish House which is half ways across the island.  The staff at Kimos is very friendly and make sure your experience is enjoyable.  The bread that comes with the meals is very good, so don't pass on eating it.",Joseph H.,"San Diego, CA",4.0 star rating
8/30/2014,2.0 star rating,"Eating late one nite & the other places were closed, so we tried this place.  Had the cioppino which consisred of 2 shrinps, clams, mussels, & a little fish in an appetizer portion.  I've had cioppino in many restaurants & this was the smallest portion I've seen anywhere.",joseph h.,"Downey, CA",4.0 star rating
10/14/2014,3.0 star rating,"Great view of the water, drinks were fine but the lunch entree was a disappointment.  The fish tacos were overcooked and bland - not what we were expecting given all the other great dining experiences we had in Maui.  The waitress was very attentive and nice.  Dessert redeemed the experience though but I'd probably search out another option before coming here again.",Angela C.,"Bethpage, NY",4.0 star rating
10/12/2013,5.0 star rating,"Visiting from Oahu and went there for dinner last night. It was so worth the 30 min wait (we walked in, did not have reservations). The view of the ocean was beautiful. Our waiter Jim was phenomenal. The manager Jack is super nice, upbeat and fun to talk to. We had tell Jack what an amazing job Jim had done serving us. We had a great time there. 

The prime rib was super delicious. My partner had the kushiyaki (steak and chicken shish kabob served with teriyaki sauce and grilled vegetables. He LOVED this dish. They serve you warm complimentary dinner rolls and carrot muffins that taste like carrot cake!

The prices were reasonable and if you save your receipt, you get a free slice of Hula Pie (the table next to us got one and it looked like a huuuuge mud pie). Sadly, the entrees were so delicious that we didn't have room for any dessert. 

Thank you to the staff for this great experience! P.s. the other servers that we encountered were all very friendly too. I wish we lived here so we could eat there often!",Honest Y.,"Honolulu, HI",4.0 star rating
6/1/2010,5.0 star rating,"The restaurant opens at 5 and we had gotten here a little early so we went to the patio for drinks and an appetizer.  We had the calamari which was cooked perfectly, not chewy at all but instead tender and flavorful.  It's all strips so none of those leg things if you're squeamish about that.  I didn't have a drink but my friend said it was really good.  The view is awesome since the patio is right on the water but be warned that if you sit on the edge, you can get splashed a little.

Dinner was also amazing with great service and great food.  They start you off with bread and carrot muffins which might sound weird but are delicious. 

I had the prime rib which was maybe not the best I've had, but was definitely up there.  I ordered the smaller cut and it was already huge so I'd imagine that the bigger one is intended for either a voracious appetite or for sharing.  It came with mashed potatoes which were also pretty darn good.  My friend had the shrimp and steak which she really liked.  The shrimp has parmesan on it and is served over pilaf.  The steak was a decent size and had good flavoring as well.  

For dessert we had the hula pie which is as good as everyone says.  Macadamia nut ice cream with an oreo crust on the bottom, fudge and more macadamia nuts on top.  Delish!!

The view can't be beat, you're practically on top of the water!  Just watch your stuff if you're sitting by the railing because my friend accidently knocked her iPhone onto the patio roof and we had to have one of the waiters climb a wall to get it back for us while all of the tables around us watched.  Well, you could do this just for the comedy cause it was actually pretty funny once we realized the phone wouldn't fall to its death because the slope wasn't steep enough.",Nancy G.,"Irvine, CA",4.0 star rating
1/13/2013,5.0 star rating,"Good, consistent and generous portions with a great view of Lahaina Harbor. Bring on da Prime Rib and Hula Pie! Tell hostess Laura that Julie sent ya:)",Julie M.,"Lahaina, HI",4.0 star rating
7/24/2012,1.0 star rating,"So disappointing on so many levels...

This was supposed to be a special dinner for us during our stay on Maui.  It came highly recommended from some people and the yelp reviews seemed good.

We arrived later in the evening, so we got seated after a short wait.  The waitress took our drink orders then left.  She came back to take or food order then left.  She brought the soup and salad, then halfway through, our drinks arrived...  Finally!!!

Chowder was really good, until I got jabbed with a fish bone...  The waitress apologized and said she would take it off my bill.  (When I got the check, she didn't....)

I had the prime rib.  It was decent, but nothing compared to any decent steak house on the mainland.  My wife and daughter got the Ono, prepared ""Kimo's style"", and BOTH entrees were way overcooked.  Inedible.  

It was late, we were getting tired, so we asked for the check.

The brought us a free Hula Pie since we were celebrating our wedding anniversary.  The only really good thing was the Hula Pie. 5 stars!  

The ocean view was worthless since it was after 9pm and it was like looking into complete darkness.

There has to be better choices around Lahaina/Kaanapali for a nice dinner....",Michael W.,"Los Angeles, CA",4.0 star rating
11/30/2013,3.0 star rating,"I went there based on the reviews on Yelp.  Sometimes you need to take those reviews with a grain of salt.  We went there for dinner.  We ordered two ""fresh"" fish plates (coconut crusted and lobster topped).  They were OK, but nothing to rave about.  I really could not taste the freshness of the fish.  Perhaps they were a bit overcooked and dry.  I even had the ""famous"" Mai Tai.  Again, it was nothing to rave about.  I had better Mai Tai.  For the price and quality of the food and drink (I know that things in Maui are more expensive), I really cannot recommend it.  I would head over to Koa's Seaside Grill, which is two doors down.",Jean P.,"Renton, WA",4.0 star rating
